,country,fuel_type,year,1K_tonne_oil_equivalent
1315,Greece,Gas oil and diesel oil ,2010,"2,729.908"
1316,Spain,Gas oil and diesel oil ,2010,"24,227.811"
1317,France,Gas oil and diesel oil ,2010,"31,531.537"
1318,Croatia,Gas oil and diesel oil ,2010,"1,196.926"
1319,Italy,Gas oil and diesel oil ,2010,"22,703.110"
1320,Cyprus,Gas oil and diesel oil ,2010,337.770
1321,Latvia,Gas oil and diesel oil ,2010,727.652
1322,Lithuania,Gas oil and diesel oil ,2010,950.527
1323,Luxembourg,Gas oil and diesel oil ,2010,"1,760.084"
1324,Hungary,Gas oil and diesel oil ,2010,"2,413.586"
1325,Malta,Gas oil and diesel oil ,2010,107.839
1326,Netherlands,Gas oil and diesel oil ,2010,"6,862.597"
1327,Austria,Gas oil and diesel oil ,2010,"5,350.676"
1328,Poland,Gas oil and diesel oil ,2010,"9,740.121"
1329,Portugal,Gas oil and diesel oil ,2010,"4,407.017"
1330,Romania,Gas oil and diesel oil ,2010,"3,179.708"
1331,Slovenia,Gas oil and diesel oil ,2010,"1,111.092"
1332,Slovakia,Gas oil and diesel oil ,2010,"1,453.258"
1333,Finland,Gas oil and diesel oil ,2010,"2,435.250"
1334,Sweden,Gas oil and diesel oil ,2010,"3,408.117"
1335,Iceland,Gas oil and diesel oil ,2010,117.082
1336,Liechtenstein,Gas oil and diesel oil ,2010,:
1337,Norway,Gas oil and diesel oil ,2010,"3,018.276"
1338,Switzerland,Gas oil and diesel oil ,2010,:
1339,United Kingdom,Gas oil and diesel oil ,2010,"22,392.356"
1340,Montenegro,Gas oil and diesel oil ,2010,167.298
1341,North Macedonia,Gas oil and diesel oil ,2010,274.493
1342,Albania,Gas oil and diesel oil ,2010,598.022
1343,Serbia,Gas oil and diesel oil ,2010,"1,370.192"
1344,Turkey,Gas oil and diesel oil ,2010,"9,259.769"
1345,Bosnia and Herzegovina,Gas oil and diesel oil ,2010,:
1346,Kosovo (under United Nations Security Council Resolution 1244/99),Gas oil and diesel oil ,2010,231.083
1347,Moldova,Gas oil and diesel oil ,2010,349.604
1348,Ukraine,Gas oil and diesel oil ,2010,"3,216.265"
1349,Georgia,Gas oil and diesel oil ,2010,:
1350,European Union - 27 countries (from 2020),Motor gasoline,2010,"75,783.935"
1351,European Union - 28 countries (2013-2020),Motor gasoline,2010,"91,381.913"
1352,Euro area - 19 countries  (from 2015),Motor gasoline,2010,"60,821.027"
1353,Belgium,Motor gasoline,2010,"1,235.456"
1354,Bulgaria,Motor gasoline,2010,610.586
1355,Czechia,Motor gasoline,2010,"1,867.954"
1356,Denmark,Motor gasoline,2010,"1,574.448"
1357,Germany (until 1990 former territory of the FRG),Motor gasoline,2010,"18,859.481"
1358,Estonia,Motor gasoline,2010,289.004
1359,Ireland,Motor gasoline,2010,"1,527.196"
1360,Greece,Motor gasoline,2010,"3,867.393"
1361,Spain,Motor gasoline,2010,"5,619.502"
1362,France,Motor gasoline,2010,"7,712.541"
1363,Croatia,Motor gasoline,2010,677.985
1364,Italy,Motor gasoline,2010,"10,275.915"
1365,Cyprus,Motor gasoline,2010,412.654
1366,Latvia,Motor gasoline,2010,294.058
1367,Lithuania,Motor gasoline,2010,296.332
1368,Luxembourg,Motor gasoline,2010,361.568
1369,Hungary,Motor gasoline,2010,"1,348.333"
1370,Malta,Motor gasoline,2010,73.947
1371,Netherlands,Motor gasoline,2010,"4,048.151"
1372,Austria,Motor gasoline,2010,"1,766.619"
1373,Poland,Motor gasoline,2010,"4,243.336"
1374,Portugal,Motor gasoline,2010,"1,450.272"
1375,Romania,Motor gasoline,2010,"1,412.298"
1376,Slovenia,Motor gasoline,2010,600.125
1377,Slovakia,Motor gasoline,2010,599.500
1378,Finland,Motor gasoline,2010,"1,531.313"
1379,Sweden,Motor gasoline,2010,"3,227.968"
1380,Iceland,Motor gasoline,2010,155.536
1381,Liechtenstein,Motor gasoline,2010,:
1382,Norway,Motor gasoline,2010,"1,228.881"
1383,Switzerland,Motor gasoline,2010,:
1384,United Kingdom,Motor gasoline,2010,"15,597.978"
1385,Montenegro,Motor gasoline,2010,60.706
1386,North Macedonia,Motor gasoline,2010,130.477
1387,Albania,Motor gasoline,2010,125.136
1388,Serbia,Motor gasoline,2010,496.483
1389,Turkey,Motor gasoline,2010,"2,145.801"
1390,Bosnia and Herzegovina,Motor gasoline,2010,:
1391,Kosovo (under United Nations Security Council Resolution 1244/99),Motor gasoline,2010,75.124
1392,Moldova,Motor gasoline,2010,205.691
1393,Ukraine,Motor gasoline,2010,"4,868.921"
1394,Georgia,Motor gasoline,2010,:
1395,European Union - 27 countries (from 2020),Blended biodiesels,2010,"8,898.596"
1396,European Union - 28 countries (2013-2020),Blended biodiesels,2010,"9,728.261"
1397,Euro area - 19 countries  (from 2015),Blended biodiesels,2010,"7,905.994"
1398,Belgium,Blended biodiesels,2010,308.638
1399,Bulgaria,Blended biodiesels,2010,10.457
1400,Czechia,Blended biodiesels,2010,173.211
1401,Denmark,Blended biodiesels,2010,0.000
1402,Germany (until 1990 former territory of the FRG),Blended biodiesels,2010,"1,844.425"
1403,Estonia,Blended biodiesels,2010,3.258
1404,Ireland,Blended biodiesels,2010,60.136
1405,Greece,Blended biodiesels,2010,124.606
1406,Spain,Blended biodiesels,2010,"1,220.861"
1407,France,Blended biodiesels,2010,"2,021.018"
1408,Croatia,Blended biodiesels,2010,2.644
1409,Italy,Blended biodiesels,2010,"1,297.315"
1410,Cyprus,Blended biodiesels,2010,15.023
1411,Latvia,Blended biodiesels,2010,18.659
1412,Lithuania,Blended biodiesels,2010,34.465
1413,Luxembourg,Blended biodiesels,2010,41.269
1414,Hungary,Blended biodiesels,2010,118.229
1415,Malta,Blended biodiesels,2010,0.000
1416,Netherlands,Blended biodiesels,2010,94.559
1417,Austria,Blended biodiesels,2010,339.008
1418,Poland,Blended biodiesels,2010,486.099
1419,Portugal,Blended biodiesels,2010,304.887
1420,Romania,Blended biodiesels,2010,67.163
1421,Slovenia,Blended biodiesels,2010,41.423
1422,Slovakia,Blended biodiesels,2010,73.854
1423,Finland,Blended biodiesels,2010,62.590
1424,Sweden,Blended biodiesels,2010,134.799
1425,Iceland,Blended biodiesels,2010,0.000
1426,Liechtenstein,Blended biodiesels,2010,:
1427,Norway,Blended biodiesels,2010,111.627
1428,Switzerland,Blended biodiesels,2010,:
1429,United Kingdom,Blended biodiesels,2010,829.665
1430,Montenegro,Blended biodiesels,2010,0.000
1431,North Macedonia,Blended biodiesels,2010,0.437
1432,Albania,Blended biodiesels,2010,0.000
1433,Serbia,Blended biodiesels,2010,0.000
1434,Turkey,Blended biodiesels,2010,6.186
1435,Bosnia and Herzegovina,Blended biodiesels,2010,:
1436,Kosovo (under United Nations Security Council Resolution 1244/99),Blended biodiesels,2010,0.000
1437,Moldova,Blended biodiesels,2010,0.000
1438,Ukraine,Blended biodiesels,2010,0.000
1439,Georgia,Blended biodiesels,2010,:
1440,European Union - 27 countries (from 2020),Kerosene-type jet fuel,2010,"5,567.192"
1441,European Union - 28 countries (2013-2020),Kerosene-type jet fuel,2010,"6,266.245"
1442,Euro area - 19 countries  (from 2015),Kerosene-type jet fuel,2010,"5,178.569"
1443,Belgium,Kerosene-type jet fuel,2010,3.697
1444,Bulgaria,Kerosene-type jet fuel,2010,14.379
1445,Czechia,Kerosene-type jet fuel,2010,27.923
1446,Denmark,Kerosene-type jet fuel,2010,66.495
1447,Germany (until 1990 former territory of the FRG),Kerosene-type jet fuel,2010,772.829
1448,Estonia,Kerosene-type jet fuel,2010,0.934
1449,Ireland,Kerosene-type jet fuel,2010,26.333
1450,Greece,Kerosene-type jet fuel,2010,234.165
1451,Spain,Kerosene-type jet fuel,2010,"2,404.708"
1452,France,Kerosene-type jet fuel,2010,785.647
1453,Croatia,Kerosene-type jet fuel,2010,9.450
1454,Italy,Kerosene-type jet fuel,2010,695.304
1455,Cyprus,Kerosene-type jet fuel,2010,0.000
1456,Latvia,Kerosene-type jet fuel,2010,0.000
1457,Lithuania,Kerosene-type jet fuel,2010,0.000
1458,Luxembourg,Kerosene-type jet fuel,2010,0.000
1459,Hungary,Kerosene-type jet fuel,2010,0.000
1460,Malta,Kerosene-type jet fuel,2010,0.000
1461,Netherlands,Kerosene-type jet fuel,2010,11.429
1462,Austria,Kerosene-type jet fuel,2010,32.443
1463,Poland,Kerosene-type jet fuel,2010,0.000
1464,Portugal,Kerosene-type jet fuel,2010,133.515
1465,Romania,Kerosene-type jet fuel,2010,106.064
1466,Slovenia,Kerosene-type jet fuel,2010,0.000
1467,Slovakia,Kerosene-type jet fuel,2010,0.000
1468,Finland,Kerosene-type jet fuel,2010,77.565
1469,Sweden,Kerosene-type jet fuel,2010,164.312
1470,Iceland,Kerosene-type jet fuel,2010,7.356
1471,Liechtenstein,Kerosene-type jet fuel,2010,:
1472,Norway,Kerosene-type jet fuel,2010,347.946
1473,Switzerland,Kerosene-type jet fuel,2010,:
1474,United Kingdom,Kerosene-type jet fuel,2010,699.053
1475,Montenegro,Kerosene-type jet fuel,2010,0.000
1476,North Macedonia,Kerosene-type jet fuel,2010,0.000
1477,Albania,Kerosene-type jet fuel,2010,0.000
1478,Serbia,Kerosene-type jet fuel,2010,0.000
1479,Turkey,Kerosene-type jet fuel,2010,423.431
1480,Bosnia and Herzegovina,Kerosene-type jet fuel,2010,:
1481,Kosovo (under United Nations Security Council Resolution 1244/99),Kerosene-type jet fuel,2010,0.000
1482,Moldova,Kerosene-type jet fuel,2010,0.000
1483,Ukraine,Kerosene-type jet fuel,2010,0.000
1484,Georgia,Kerosene-type jet fuel,2010,:
1485,European Union - 27 countries (from 2020),Liquefied petroleum gases,2010,"5,199.625"
1486,European Union - 28 countries (2013-2020),Liquefied petroleum gases,2010,"5,315.833"
1487,Euro area - 19 countries  (from 2015),Liquefied petroleum gases,2010,"2,805.743"
1488,Belgium,Liquefied petroleum gases,2010,52.737
1489,Bulgaria,Liquefied petroleum gases,2010,373.555
1490,Czechia,Liquefied petroleum gases,2010,80.594
1491,Denmark,Liquefied petroleum gases,2010,0.000
1492,Germany (until 1990 former territory of the FRG),Liquefied petroleum gases,2010,618.980
1493,Estonia,Liquefied petroleum gases,2010,2.237
1494,Ireland,Liquefied petroleum gases,2010,0.515
1495,Greece,Liquefied petroleum gases,2010,46.145
1496,Spain,Liquefied petroleum gases,2010,21.465
1497,France,Liquefied petroleum gases,2010,126.349
1498,Croatia,Liquefied petroleum gases,2010,66.077
1499,Italy,Liquefied petroleum gases,2010,"1,333.811"
1500,Cyprus,Liquefied petroleum gases,2010,0.000
1501,Latvia,Liquefied petroleum gases,2010,23.929
1502,Lithuania,Liquefied petroleum gases,2010,174.069
1503,Luxembourg,Liquefied petroleum gases,2010,1.485
1504,Hungary,Liquefied petroleum gases,2010,29.187
1505,Malta,Liquefied petroleum gases,2010,0.000
1506,Netherlands,Liquefied petroleum gases,2010,343.277
1507,Austria,Liquefied petroleum gases,2010,21.186
1508,Poland,Liquefied petroleum gases,2010,"1,823.827"
1509,Portugal,Liquefied petroleum gases,2010,31.862
1510,Romania,Liquefied petroleum gases,2010,19.545
1511,Slovenia,Liquefied petroleum gases,2010,5.499
1512,Slovakia,Liquefied petroleum gases,2010,2.197
1513,Finland,Liquefied petroleum gases,2010,0.000
1514,Sweden,Liquefied petroleum gases,2010,1.097
1515,Iceland,Liquefied petroleum gases,2010,0.000
1516,Liechtenstein,Liquefied petroleum gases,2010,:
1517,Norway,Liquefied petroleum gases,2010,2.202
1518,Switzerland,Liquefied petroleum gases,2010,:
1519,United Kingdom,Liquefied petroleum gases,2010,116.208
1520,Montenegro,Liquefied petroleum gases,2010,0.000
1521,North Macedonia,Liquefied petroleum gases,2010,46.968
1522,Albania,Liquefied petroleum gases,2010,0.000
1523,Serbia,Liquefied petroleum gases,2010,336.741
1524,Turkey,Liquefied petroleum gases,2010,"2,660.540"
1525,Bosnia and Herzegovina,Liquefied petroleum gases,2010,:
1526,Kosovo (under United Nations Security Council Resolution 1244/99),Liquefied petroleum gases,2010,13.439
1527,Moldova,Liquefied petroleum gases,2010,14.304
1528,Ukraine,Liquefied petroleum gases,2010,717.445
1529,Georgia,Liquefied petroleum gases,2010,:
1530,European Union - 27 countries (from 2020),Electricity,2010,"4,831.706"
1531,European Union - 28 countries (2013-2020),Electricity,2010,"5,181.405"
1532,Euro area - 19 countries  (from 2015),Electricity,2010,"3,894.302"
1533,Belgium,Electricity,2010,150.628
1534,Bulgaria,Electricity,2010,34.308
1535,Czechia,Electricity,2010,140.069
1536,Denmark,Electricity,2010,34.738
1537,Germany (until 1990 former territory of the FRG),Electricity,2010,"1,038.693"
1538,Estonia,Electricity,2010,7.653
1539,Ireland,Electricity,2010,3.918
1540,Greece,Electricity,2010,15.735
1541,Spain,Electricity,2010,277.042
1542,France,Electricity,2010,863.027
1543,Croatia,Electricity,2010,22.958
1544,Italy,Electricity,2010,917.111
1545,Cyprus,Electricity,2010,0.000
1546,Latvia,Electricity,2010,10.834
1547,Lithuania,Electricity,2010,6.535
1548,Luxembourg,Electricity,2010,10.284
1549,Hungary,Electricity,2010,95.099
1550,Malta,Electricity,2010,0.000
1551,Netherlands,Electricity,2010,150.989
1552,Austria,Electricity,2010,276.246
1553,Poland,Electricity,2010,287.016
1554,Portugal,Electricity,2010,40.843
1555,Romania,Electricity,2010,116.509
1556,Slovenia,Electricity,2010,14.875
1557,Slovakia,Electricity,2010,46.260
1558,Finland,Electricity,2010,63.629
1559,Sweden,Electricity,2010,206.707
1560,Iceland,Electricity,2010,0.000
1561,Liechtenstein,Electricity,2010,:
1562,Norway,Electricity,2010,49.011
1563,Switzerland,Electricity,2010,:
1564,United Kingdom,Electricity,2010,349.699
1565,Montenegro,Electricity,2010,1.892
1566,North Macedonia,Electricity,2010,1.720
1567,Albania,Electricity,2010,0.000
1568,Serbia,Electricity,2010,19.261
1569,Turkey,Electricity,2010,50.817
1570,Bosnia and Herzegovina,Electricity,2010,:
1571,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2010,0.000
1572,Moldova,Electricity,2010,3.955
1573,Ukraine,Electricity,2010,771.453
1574,Georgia,Electricity,2010,:
1575,European Union - 27 countries (from 2020),Natural gas,2010,"2,648.341"
1576,European Union - 28 countries (2013-2020),Natural gas,2010,"2,648.341"
1577,Euro area - 19 countries  (from 2015),Natural gas,2010,"2,073.575"
1578,Belgium,Natural gas,2010,52.208
1579,Bulgaria,Natural gas,2010,206.752
1580,Czechia,Natural gas,2010,74.011
1581,Denmark,Natural gas,2010,0.000
1582,Germany (until 1990 former territory of the FRG),Natural gas,2010,500.887
1583,Estonia,Natural gas,2010,0.043
1584,Ireland,Natural gas,2010,2.098
1585,Greece,Natural gas,2010,14.467
1586,Spain,Natural gas,2010,109.823
1587,France,Natural gas,2010,32.395
1588,Croatia,Natural gas,2010,2.107
1589,Italy,Natural gas,2010,695.292
1590,Cyprus,Natural gas,2010,0.000
1591,Latvia,Natural gas,2010,0.000
1592,Lithuania,Natural gas,2010,24.807
1593,Luxembourg,Natural gas,2010,0.000
1594,Hungary,Natural gas,2010,28.396
1595,Malta,Natural gas,2010,0.000
1596,Netherlands,Natural gas,2010,9.265
1597,Austria,Natural gas,2010,208.666
1598,Poland,Natural gas,2010,221.389
1599,Portugal,Natural gas,2010,12.532
1600,Romania,Natural gas,2010,10.383
1601,Slovenia,Natural gas,2010,0.000
1602,Slovakia,Natural gas,2010,396.475
1603,Finland,Natural gas,2010,14.617
1604,Sweden,Natural gas,2010,31.728
1605,Iceland,Natural gas,2010,0.000
1606,Liechtenstein,Natural gas,2010,:
1607,Norway,Natural gas,2010,54.453
1608,Switzerland,Natural gas,2010,:
1609,United Kingdom,Natural gas,2010,0.000
1610,Montenegro,Natural gas,2010,0.000
1611,North Macedonia,Natural gas,2010,0.193
1612,Albania,Natural gas,2010,0.000
1613,Serbia,Natural gas,2010,4.084
1614,Turkey,Natural gas,2010,218.143
1615,Bosnia and Herzegovina,Natural gas,2010,:
1616,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2010,0.000
1617,Moldova,Natural gas,2010,6.857
1618,Ukraine,Natural gas,2010,"3,304.020"
1619,Georgia,Natural gas,2010,:
1620,European Union - 27 countries (from 2020),Blended biogasoline,2010,"2,457.566"
1621,European Union - 28 countries (2013-2020),Blended biogasoline,2010,"2,778.571"
1622,Euro area - 19 countries  (from 2015),Blended biogasoline,2010,"1,921.037"
1623,Belgium,Blended biogasoline,2010,56.753
1624,Bulgaria,Blended biogasoline,2010,0.000
1625,Czechia,Blended biogasoline,2010,58.040
1626,Denmark,Blended biogasoline,2010,26.784
1627,Germany (until 1990 former territory of the FRG),Blended biogasoline,2010,739.337
1628,Estonia,Blended biogasoline,2010,4.481
1629,Ireland,Blended biogasoline,2010,30.161
1630,Greece,Blended biogasoline,2010,0.000
1631,Spain,Blended biogasoline,2010,232.158
1632,France,Blended biogasoline,2010,398.538
1633,Croatia,Blended biogasoline,2010,0.000
1634,Italy,Blended biogasoline,2010,122.084
1635,Cyprus,Blended biogasoline,2010,0.000
1636,Latvia,Blended biogasoline,2010,8.321
1637,Lithuania,Blended biogasoline,2010,10.318
1638,Luxembourg,Blended biogasoline,2010,0.715
1639,Hungary,Blended biogasoline,2010,56.544
1640,Malta,Blended biogasoline,2010,0.000
1641,Netherlands,Blended biogasoline,2010,134.136
1642,Austria,Blended biogasoline,2010,78.262
1643,Poland,Blended biogasoline,2010,169.633
1644,Portugal,Blended biogasoline,2010,0.000
1645,Romania,Blended biogasoline,2010,47.077
1646,Slovenia,Blended biogasoline,2010,4.319
1647,Slovakia,Blended biogasoline,2010,23.835
1648,Finland,Blended biogasoline,2010,77.619
1649,Sweden,Blended biogasoline,2010,178.451
1650,Iceland,Blended biogasoline,2010,0.000
1651,Liechtenstein,Blended biogasoline,2010,:
1652,Norway,Blended biogasoline,2010,4.481
1653,Switzerland,Blended biogasoline,2010,:
1654,United Kingdom,Blended biogasoline,2010,321.005
1655,Montenegro,Blended biogasoline,2010,0.000
1656,North Macedonia,Blended biogasoline,2010,0.000
1657,Albania,Blended biogasoline,2010,0.000
1658,Serbia,Blended biogasoline,2010,0.000
1659,Turkey,Blended biogasoline,2010,0.000
1660,Bosnia and Herzegovina,Blended biogasoline,2010,:
1661,Kosovo (under United Nations Security Council Resolution 1244/99),Blended biogasoline,2010,0.000
1662,Moldova,Blended biogasoline,2010,0.000
1663,Ukraine,Blended biogasoline,2010,0.000
1664,Georgia,Blended biogasoline,2010,:
1665,European Union - 27 countries (from 2020),Fuel oil,2010,"1,414.052"
1666,European Union - 28 countries (2013-2020),Fuel oil,2010,"1,509.367"
1667,Euro area - 19 countries  (from 2015),Fuel oil,2010,"1,291.047"
1668,Belgium,Fuel oil,2010,1.911
1669,Bulgaria,Fuel oil,2010,0.000
1670,Czechia,Fuel oil,2010,0.000
1671,Denmark,Fuel oil,2010,20.389
1672,Germany (until 1990 former territory of the FRG),Fuel oil,2010,0.000
1673,Estonia,Fuel oil,2010,0.000
1674,Ireland,Fuel oil,2010,19.698
1675,Greece,Fuel oil,2010,441.387
1676,Spain,Fuel oil,2010,125.442
1677,France,Fuel oil,2010,75.477
1678,Croatia,Fuel oil,2010,1.930
1679,Italy,Fuel oil,2010,506.353
1680,Cyprus,Fuel oil,2010,0.000
1681,Latvia,Fuel oil,2010,0.000
1682,Lithuania,Fuel oil,2010,0.000
1683,Luxembourg,Fuel oil,2010,0.000
1684,Hungary,Fuel oil,2010,0.000
1685,Malta,Fuel oil,2010,2.866
1686,Netherlands,Fuel oil,2010,0.000
1687,Austria,Fuel oil,2010,0.000
1688,Poland,Fuel oil,2010,0.000
1689,Portugal,Fuel oil,2010,77.386
1690,Romania,Fuel oil,2010,0.000
1691,Slovenia,Fuel oil,2010,0.000
1692,Slovakia,Fuel oil,2010,0.000
1693,Finland,Fuel oil,2010,40.527
1694,Sweden,Fuel oil,2010,100.686
1695,Iceland,Fuel oil,2010,2.895
1696,Liechtenstein,Fuel oil,2010,:
1697,Norway,Fuel oil,2010,59.153
1698,Switzerland,Fuel oil,2010,:
1699,United Kingdom,Fuel oil,2010,95.315
1700,Montenegro,Fuel oil,2010,0.000
1701,North Macedonia,Fuel oil,2010,0.000
1702,Albania,Fuel oil,2010,0.000
1703,Serbia,Fuel oil,2010,3.935
1704,Turkey,Fuel oil,2010,49.212
1705,Bosnia and Herzegovina,Fuel oil,2010,:
1706,Kosovo (under United Nations Security Council Resolution 1244/99),Fuel oil,2010,0.000
1707,Moldova,Fuel oil,2010,0.000
1708,Ukraine,Fuel oil,2010,10.509
1709,Georgia,Fuel oil,2010,:
1710,European Union - 27 countries (from 2020),Pure biodiesels,2010,551.965
1711,European Union - 28 countries (2013-2020),Pure biodiesels,2010,551.965
1712,Euro area - 19 countries  (from 2015),Pure biodiesels,2010,326.776
1713,Belgium,Pure biodiesels,2010,0.000
1714,Bulgaria,Pure biodiesels,2010,0.000
1715,Czechia,Pure biodiesels,2010,0.000
1716,Denmark,Pure biodiesels,2010,0.000
1717,Germany (until 1990 former territory of the FRG),Pure biodiesels,2010,245.746
1718,Estonia,Pure biodiesels,2010,0.000
1719,Ireland,Pure biodiesels,2010,2.344
1720,Greece,Pure biodiesels,2010,0.000
1721,Spain,Pure biodiesels,2010,0.000
1722,France,Pure biodiesels,2010,0.000
1723,Croatia,Pure biodiesels,2010,0.000
1724,Italy,Pure biodiesels,2010,0.000
1725,Cyprus,Pure biodiesels,2010,0.000
1726,Latvia,Pure biodiesels,2010,0.000
1727,Lithuania,Pure biodiesels,2010,0.000
1728,Luxembourg,Pure biodiesels,2010,0.000
1729,Hungary,Pure biodiesels,2010,0.000
1730,Malta,Pure biodiesels,2010,0.536
1731,Netherlands,Pure biodiesels,2010,0.000
1732,Austria,Pure biodiesels,2010,78.150
1733,Poland,Pure biodiesels,2010,211.693
1734,Portugal,Pure biodiesels,2010,0.000
1735,Romania,Pure biodiesels,2010,1.845
1736,Slovenia,Pure biodiesels,2010,0.000
1737,Slovakia,Pure biodiesels,2010,0.000
1738,Finland,Pure biodiesels,2010,0.000
1739,Sweden,Pure biodiesels,2010,11.651
1740,Iceland,Pure biodiesels,2010,0.000
1741,Liechtenstein,Pure biodiesels,2010,:
1742,Norway,Pure biodiesels,2010,0.000
1743,Switzerland,Pure biodiesels,2010,:
1744,United Kingdom,Pure biodiesels,2010,0.000
1745,Montenegro,Pure biodiesels,2010,0.000
1746,North Macedonia,Pure biodiesels,2010,0.000
1747,Albania,Pure biodiesels,2010,0.000
1748,Serbia,Pure biodiesels,2010,0.000
1749,Turkey,Pure biodiesels,2010,0.000
1750,Bosnia and Herzegovina,Pure biodiesels,2010,:
1751,Kosovo (under United Nations Security Council Resolution 1244/99),Pure biodiesels,2010,0.000
1752,Moldova,Pure biodiesels,2010,0.000
1753,Ukraine,Pure biodiesels,2010,0.000
1754,Georgia,Pure biodiesels,2010,:
1755,European Union - 27 countries (from 2020),Biogases,2010,27.661
1756,European Union - 28 countries (2013-2020),Biogases,2010,27.661
1757,Euro area - 19 countries  (from 2015),Biogases,2010,6.523
1758,Belgium,Biogases,2010,0.000
1759,Bulgaria,Biogases,2010,0.000
1760,Czechia,Biogases,2010,0.000
1761,Denmark,Biogases,2010,0.000
1762,Germany (until 1990 former territory of the FRG),Biogases,2010,6.449
1763,Estonia,Biogases,2010,0.000
1764,Ireland,Biogases,2010,0.000
1765,Greece,Biogases,2010,0.000
1766,Spain,Biogases,2010,0.000
1767,France,Biogases,2010,0.000
1768,Croatia,Biogases,2010,0.000
1769,Italy,Biogases,2010,0.024
1770,Cyprus,Biogases,2010,0.000
1771,Latvia,Biogases,2010,0.000
1772,Lithuania,Biogases,2010,0.000
1773,Luxembourg,Biogases,2010,0.000
1774,Hungary,Biogases,2010,0.000
1775,Malta,Biogases,2010,0.000
1776,Netherlands,Biogases,2010,0.000
1777,Austria,Biogases,2010,0.002
1778,Poland,Biogases,2010,0.000
1779,Portugal,Biogases,2010,0.000
1780,Romania,Biogases,2010,0.000
1781,Slovenia,Biogases,2010,0.000
1782,Slovakia,Biogases,2010,0.000
1783,Finland,Biogases,2010,0.048
1784,Sweden,Biogases,2010,21.138
1785,Iceland,Biogases,2010,0.525
1786,Liechtenstein,Biogases,2010,:
1787,Norway,Biogases,2010,0.000
1788,Switzerland,Biogases,2010,:
1789,United Kingdom,Biogases,2010,0.000
1790,Montenegro,Biogases,2010,0.000
1791,North Macedonia,Biogases,2010,0.000
1792,Albania,Biogases,2010,0.000
1793,Serbia,Biogases,2010,0.000
1794,Turkey,Biogases,2010,0.000
1795,Bosnia and Herzegovina,Biogases,2010,:
1796,Kosovo (under United Nations Security Council Resolution 1244/99),Biogases,2010,0.000
1797,Moldova,Biogases,2010,0.000
1798,Ukraine,Biogases,2010,0.000
1799,Georgia,Biogases,2010,:
1800,European Union - 27 countries (from 2020),Pure biogasoline,2010,22.885
1801,European Union - 28 countries (2013-2020),Pure biogasoline,2010,22.885
1802,Euro area - 19 countries  (from 2015),Pure biogasoline,2010,9.644
1803,Belgium,Pure biogasoline,2010,0.000
1804,Bulgaria,Pure biogasoline,2010,0.000
1805,Czechia,Pure biogasoline,2010,0.000
1806,Denmark,Pure biogasoline,2010,0.000
1807,Germany (until 1990 former territory of the FRG),Pure biogasoline,2010,9.644
1808,Estonia,Pure biogasoline,2010,0.000
1809,Ireland,Pure biogasoline,2010,0.000
1810,Greece,Pure biogasoline,2010,0.000
1811,Spain,Pure biogasoline,2010,0.000
1812,France,Pure biogasoline,2010,0.000
1813,Croatia,Pure biogasoline,2010,0.000
1814,Italy,Pure biogasoline,2010,0.000
1815,Cyprus,Pure biogasoline,2010,0.000
1816,Latvia,Pure biogasoline,2010,0.000
1817,Lithuania,Pure biogasoline,2010,0.000
1818,Luxembourg,Pure biogasoline,2010,0.000
1819,Hungary,Pure biogasoline,2010,0.000
1820,Malta,Pure biogasoline,2010,0.000
1821,Netherlands,Pure biogasoline,2010,0.000
1822,Austria,Pure biogasoline,2010,0.000
1823,Poland,Pure biogasoline,2010,0.000
1824,Portugal,Pure biogasoline,2010,0.000
1825,Romania,Pure biogasoline,2010,0.000
1826,Slovenia,Pure biogasoline,2010,0.000
1827,Slovakia,Pure biogasoline,2010,0.000
1828,Finland,Pure biogasoline,2010,0.000
1829,Sweden,Pure biogasoline,2010,13.241
1830,Iceland,Pure biogasoline,2010,0.000
1831,Liechtenstein,Pure biogasoline,2010,:
1832,Norway,Pure biogasoline,2010,0.000
1833,Switzerland,Pure biogasoline,2010,:
1834,United Kingdom,Pure biogasoline,2010,0.000
1835,Montenegro,Pure biogasoline,2010,0.000
1836,North Macedonia,Pure biogasoline,2010,0.000
1837,Albania,Pure biogasoline,2010,0.000
1838,Serbia,Pure biogasoline,2010,0.000
1839,Turkey,Pure biogasoline,2010,0.000
1840,Bosnia and Herzegovina,Pure biogasoline,2010,:
1841,Kosovo (under United Nations Security Council Resolution 1244/99),Pure biogasoline,2010,0.000
1842,Moldova,Pure biogasoline,2010,0.000
1843,Ukraine,Pure biogasoline,2010,0.000
1844,Georgia,Pure biogasoline,2010,:
1845,European Union - 27 countries (from 2020),Other liquid biofuels,2010,51.820
1846,European Union - 28 countries (2013-2020),Other liquid biofuels,2010,51.820
1847,Euro area - 19 countries  (from 2015),Other liquid biofuels,2010,48.868
1848,Belgium,Other liquid biofuels,2010,0.000
1849,Bulgaria,Other liquid biofuels,2010,2.952
1850,Czechia,Other liquid biofuels,2010,0.000
1851,Denmark,Other liquid biofuels,2010,0.000
1852,Germany (until 1990 former territory of the FRG),Other liquid biofuels,2010,44.260
1853,Estonia,Other liquid biofuels,2010,0.000
1854,Ireland,Other liquid biofuels,2010,0.000
