,country,fuel_type,year,1K_tonne_oil_equivalent
1220,Czechia,Heat,2010,"1,237.055"
1221,Denmark,Heat,2010,"1,830.467"
1222,Germany (until 1990 former territory of the FRG),Heat,2010,"4,511.417"
1223,Estonia,Heat,2010,357.600
1224,Ireland,Heat,2010,0.000
1225,Greece,Heat,2010,46.360
1226,Spain,Heat,2010,0.000
1227,France,Heat,2010,"1,301.758"
1228,Croatia,Heat,2010,153.912
1229,Italy,Heat,2010,122.600
1230,Cyprus,Heat,2010,0.000
1231,Latvia,Heat,2010,420.894
1232,Lithuania,Heat,2010,527.372
1233,Luxembourg,Heat,2010,0.000
1234,Hungary,Heat,2010,569.671
1235,Malta,Heat,2010,0.000
1236,Netherlands,Heat,2010,290.747
1237,Austria,Heat,2010,596.843
1238,Poland,Heat,2010,"4,657.495"
1239,Portugal,Heat,2010,1.027
1240,Romania,Heat,2010,"1,134.781"
1241,Slovenia,Heat,2010,101.390
1242,Slovakia,Heat,2010,491.139
1243,Finland,Heat,2010,"1,740.757"
1244,Sweden,Heat,2010,"3,233.711"
1245,Iceland,Heat,2010,267.173
1246,Liechtenstein,Heat,2010,:
1247,Norway,Heat,2010,93.198
1248,Switzerland,Heat,2010,:
1249,United Kingdom,Heat,2010,51.925
1250,Montenegro,Heat,2010,0.000
1251,North Macedonia,Heat,2010,33.988
1252,Albania,Heat,2010,0.000
1253,Serbia,Heat,2010,380.888
1254,Turkey,Heat,2010,0.000
1255,Bosnia and Herzegovina,Heat,2010,:
1256,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2010,3.487
1257,Moldova,Heat,2010,132.512
1258,Ukraine,Heat,2010,"5,141.110"
1259,Georgia,Heat,2010,:
1260,European Union - 27 countries (from 2020),Solid fossil fuels,2010,"11,126.258"
1261,European Union - 28 countries (2013-2020),Solid fossil fuels,2010,"11,851.763"
1262,Euro area - 19 countries  (from 2015),Solid fossil fuels,2010,"1,932.683"
1263,Belgium,Solid fossil fuels,2010,106.571
1264,Bulgaria,Solid fossil fuels,2010,191.281
1265,Czechia,Solid fossil fuels,2010,950.922
1266,Denmark,Solid fossil fuels,2010,0.437
1267,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2010,992.142
1268,Estonia,Solid fossil fuels,2010,5.190
1269,Ireland,Solid fossil fuels,2010,229.475
1270,Greece,Solid fossil fuels,2010,3.365
1271,Spain,Solid fossil fuels,2010,172.966
1272,France,Solid fossil fuels,2010,226.044
1273,Croatia,Solid fossil fuels,2010,5.951
1274,Italy,Solid fossil fuels,2010,3.626
1275,Cyprus,Solid fossil fuels,2010,0.000
1276,Latvia,Solid fossil fuels,2010,25.050
1277,Lithuania,Solid fossil fuels,2010,49.849
1278,Luxembourg,Solid fossil fuels,2010,0.605
1279,Hungary,Solid fossil fuels,2010,148.796
1280,Malta,Solid fossil fuels,2010,0.000
1281,Netherlands,Solid fossil fuels,2010,1.911
1282,Austria,Solid fossil fuels,2010,61.295
1283,Poland,Solid fossil fuels,2010,"7,886.420"
1284,Portugal,Solid fossil fuels,2010,0.000
1285,Romania,Solid fossil fuels,2010,9.768
1286,Slovenia,Solid fossil fuels,2010,1.338
1287,Slovakia,Solid fossil fuels,2010,52.656
1288,Finland,Solid fossil fuels,2010,0.600
1289,Sweden,Solid fossil fuels,2010,0.000
1290,Iceland,Solid fossil fuels,2010,0.000
1291,Liechtenstein,Solid fossil fuels,2010,:
1292,Norway,Solid fossil fuels,2010,0.000
1293,Switzerland,Solid fossil fuels,2010,:
1294,United Kingdom,Solid fossil fuels,2010,725.505
1295,Montenegro,Solid fossil fuels,2010,5.499
1296,North Macedonia,Solid fossil fuels,2010,2.104
1297,Albania,Solid fossil fuels,2010,0.000
1298,Serbia,Solid fossil fuels,2010,231.648
1299,Turkey,Solid fossil fuels,2010,"3,385.944"
1300,Bosnia and Herzegovina,Solid fossil fuels,2010,:
1301,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2010,22.175
1302,Moldova,Solid fossil fuels,2010,50.312
1303,Ukraine,Solid fossil fuels,2010,414.608
1304,Georgia,Solid fossil fuels,2010,:
1305,European Union - 27 countries (from 2020),Liquefied petroleum gases,2010,"7,036.646"
1306,European Union - 28 countries (2013-2020),Liquefied petroleum gases,2010,"7,468.589"
1307,Euro area - 19 countries  (from 2015),Liquefied petroleum gases,2010,"5,926.100"
1308,Belgium,Liquefied petroleum gases,2010,141.731
1309,Bulgaria,Liquefied petroleum gases,2010,20.875
1310,Czechia,Liquefied petroleum gases,2010,24.073
1311,Denmark,Liquefied petroleum gases,2010,18.678
1312,Germany (until 1990 former territory of the FRG),Liquefied petroleum gases,2010,828.971
1313,Estonia,Liquefied petroleum gases,2010,4.304
1314,Ireland,Liquefied petroleum gases,2010,37.346
1315,Greece,Liquefied petroleum gases,2010,48.342
1316,Spain,Liquefied petroleum gases,2010,"1,425.733"
1317,France,Liquefied petroleum gases,2010,"1,273.383"
1318,Croatia,Liquefied petroleum gases,2010,80.636
1319,Italy,Liquefied petroleum gases,2010,"1,371.167"
1320,Cyprus,Liquefied petroleum gases,2010,38.411
1321,Latvia,Liquefied petroleum gases,2010,21.754
1322,Lithuania,Liquefied petroleum gases,2010,39.914
1323,Luxembourg,Liquefied petroleum gases,2010,2.267
1324,Hungary,Liquefied petroleum gases,2010,134.709
1325,Malta,Liquefied petroleum gases,2010,14.283
1326,Netherlands,Liquefied petroleum gases,2010,32.385
1327,Austria,Liquefied petroleum gases,2010,36.273
1328,Poland,Liquefied petroleum gases,2010,593.293
1329,Portugal,Liquefied petroleum gases,2010,554.839
1330,Romania,Liquefied petroleum gases,2010,233.391
1331,Slovenia,Liquefied petroleum gases,2010,36.296
1332,Slovakia,Liquefied petroleum gases,2010,13.184
1333,Finland,Liquefied petroleum gases,2010,5.517
1334,Sweden,Liquefied petroleum gases,2010,4.891
1335,Iceland,Liquefied petroleum gases,2010,1.123
1336,Liechtenstein,Liquefied petroleum gases,2010,:
1337,Norway,Liquefied petroleum gases,2010,13.213
1338,Switzerland,Liquefied petroleum gases,2010,:
1339,United Kingdom,Liquefied petroleum gases,2010,431.943
1340,Montenegro,Liquefied petroleum gases,2010,0.000
1341,North Macedonia,Liquefied petroleum gases,2010,10.064
1342,Albania,Liquefied petroleum gases,2010,80.230
1343,Serbia,Liquefied petroleum gases,2010,30.510
1344,Turkey,Liquefied petroleum gases,2010,"1,331.965"
1345,Bosnia and Herzegovina,Liquefied petroleum gases,2010,:
1346,Kosovo (under United Nations Security Council Resolution 1244/99),Liquefied petroleum gases,2010,11.199
1347,Moldova,Liquefied petroleum gases,2010,44.013
1348,Ukraine,Liquefied petroleum gases,2010,73.612
1349,Georgia,Liquefied petroleum gases,2010,:
1350,European Union - 27 countries (from 2020),Ambient heat (heat pumps),2010,"1,964.617"
1351,European Union - 28 countries (2013-2020),Ambient heat (heat pumps),2010,"1,981.699"
1352,Euro area - 19 countries  (from 2015),Ambient heat (heat pumps),2010,"1,782.332"
1353,Belgium,Ambient heat (heat pumps),2010,17.412
1354,Bulgaria,Ambient heat (heat pumps),2010,0.000
1355,Czechia,Ambient heat (heat pumps),2010,38.265
1356,Denmark,Ambient heat (heat pumps),2010,89.756
1357,Germany (until 1990 former territory of the FRG),Ambient heat (heat pumps),2010,476.569
1358,Estonia,Ambient heat (heat pumps),2010,0.000
1359,Ireland,Ambient heat (heat pumps),2010,10.320
1360,Greece,Ambient heat (heat pumps),2010,0.000
1361,Spain,Ambient heat (heat pumps),2010,0.000
1362,France,Ambient heat (heat pumps),2010,"1,162.053"
1363,Croatia,Ambient heat (heat pumps),2010,15.043
1364,Italy,Ambient heat (heat pumps),2010,0.000
1365,Cyprus,Ambient heat (heat pumps),2010,0.000
1366,Latvia,Ambient heat (heat pumps),2010,0.000
1367,Lithuania,Ambient heat (heat pumps),2010,0.000
1368,Luxembourg,Ambient heat (heat pumps),2010,0.862
1369,Hungary,Ambient heat (heat pumps),2010,0.000
1370,Malta,Ambient heat (heat pumps),2010,0.000
1371,Netherlands,Ambient heat (heat pumps),2010,21.311
1372,Austria,Ambient heat (heat pumps),2010,85.095
1373,Poland,Ambient heat (heat pumps),2010,39.221
1374,Portugal,Ambient heat (heat pumps),2010,0.000
1375,Romania,Ambient heat (heat pumps),2010,0.000
1376,Slovenia,Ambient heat (heat pumps),2010,8.710
1377,Slovakia,Ambient heat (heat pumps),2010,0.000
1378,Finland,Ambient heat (heat pumps),2010,0.000
1379,Sweden,Ambient heat (heat pumps),2010,0.000
1380,Iceland,Ambient heat (heat pumps),2010,0.000
1381,Liechtenstein,Ambient heat (heat pumps),2010,:
1382,Norway,Ambient heat (heat pumps),2010,274.977
1383,Switzerland,Ambient heat (heat pumps),2010,:
1384,United Kingdom,Ambient heat (heat pumps),2010,17.082
1385,Montenegro,Ambient heat (heat pumps),2010,0.000
1386,North Macedonia,Ambient heat (heat pumps),2010,0.000
1387,Albania,Ambient heat (heat pumps),2010,0.000
1388,Serbia,Ambient heat (heat pumps),2010,0.000
1389,Turkey,Ambient heat (heat pumps),2010,0.000
1390,Bosnia and Herzegovina,Ambient heat (heat pumps),2010,:
1391,Kosovo (under United Nations Security Council Resolution 1244/99),Ambient heat (heat pumps),2010,0.000
1392,Moldova,Ambient heat (heat pumps),2010,0.000
1393,Ukraine,Ambient heat (heat pumps),2010,0.000
1394,Georgia,Ambient heat (heat pumps),2010,:
1395,European Union - 27 countries (from 2020),Other(kerosene),2010,"1,397.981"
1396,European Union - 28 countries (2013-2020),Other(kerosene),2010,"4,040.840"
1397,Euro area - 19 countries  (from 2015),Other(kerosene),2010,"1,395.892"
1398,Belgium,Other(kerosene),2010,50.325
1399,Bulgaria,Other(kerosene),2010,0.000
1400,Czechia,Other(kerosene),2010,0.000
1401,Denmark,Other(kerosene),2010,1.039
1402,Germany (until 1990 former territory of the FRG),Other(kerosene),2010,6.134
1403,Estonia,Other(kerosene),2010,0.000
1404,Ireland,Other(kerosene),2010,"1,060.143"
1405,Greece,Other(kerosene),2010,6.162
1406,Spain,Other(kerosene),2010,0.000
1407,France,Other(kerosene),2010,240.316
1408,Croatia,Other(kerosene),2010,1.050
1409,Italy,Other(kerosene),2010,9.243
1410,Cyprus,Other(kerosene),2010,14.646
1411,Latvia,Other(kerosene),2010,0.000
1412,Lithuania,Other(kerosene),2010,0.000
1413,Luxembourg,Other(kerosene),2010,0.672
1414,Hungary,Other(kerosene),2010,0.000
1415,Malta,Other(kerosene),2010,0.000
1416,Netherlands,Other(kerosene),2010,7.206
1417,Austria,Other(kerosene),2010,0.000
1418,Poland,Other(kerosene),2010,0.000
1419,Portugal,Other(kerosene),2010,1.045
1420,Romania,Other(kerosene),2010,0.000
1421,Slovenia,Other(kerosene),2010,0.000
1422,Slovakia,Other(kerosene),2010,0.000
1423,Finland,Other(kerosene),2010,0.000
1424,Sweden,Other(kerosene),2010,0.000
1425,Iceland,Other(kerosene),2010,0.000
1426,Liechtenstein,Other(kerosene),2010,:
1427,Norway,Other(kerosene),2010,62.795
1428,Switzerland,Other(kerosene),2010,:
1429,United Kingdom,Other(kerosene),2010,"2,642.859"
1430,Montenegro,Other(kerosene),2010,0.000
1431,North Macedonia,Other(kerosene),2010,0.000
1432,Albania,Other(kerosene),2010,0.000
1433,Serbia,Other(kerosene),2010,0.000
1434,Turkey,Other(kerosene),2010,56.492
1435,Bosnia and Herzegovina,Other(kerosene),2010,:
1436,Kosovo (under United Nations Security Council Resolution 1244/99),Other(kerosene),2010,0.000
1437,Moldova,Other(kerosene),2010,0.000
1438,Ukraine,Other(kerosene),2010,8.216
1439,Georgia,Other(kerosene),2010,:
1440,European Union - 27 countries (from 2020),Solar thermal,2010,"1,284.225"
1441,European Union - 28 countries (2013-2020),Solar thermal,2010,"1,322.225"
1442,Euro area - 19 countries  (from 2015),Solar thermal,2010,"1,234.283"
1443,Belgium,Solar thermal,2010,11.321
1444,Bulgaria,Solar thermal,2010,6.449
1445,Czechia,Solar thermal,2010,6.795
1446,Denmark,Solar thermal,2010,9.996
1447,Germany (until 1990 former territory of the FRG),Solar thermal,2010,454.954
1448,Estonia,Solar thermal,2010,0.000
1449,Ireland,Solar thermal,2010,7.346
1450,Greece,Solar thermal,2010,231.155
1451,Spain,Solar thermal,2010,143.480
1452,France,Solar thermal,2010,60.165
1453,Croatia,Solar thermal,2010,3.654
1454,Italy,Solar thermal,2010,99.264
1455,Cyprus,Solar thermal,2010,51.662
1456,Latvia,Solar thermal,2010,0.000
1457,Lithuania,Solar thermal,2010,0.000
1458,Luxembourg,Solar thermal,2010,0.911
1459,Hungary,Solar thermal,2010,5.087
1460,Malta,Solar thermal,2010,3.577
1461,Netherlands,Solar thermal,2010,18.988
1462,Austria,Solar thermal,2010,109.662
1463,Poland,Solar thermal,2010,7.643
1464,Portugal,Solar thermal,2010,28.853
1465,Romania,Solar thermal,2010,0.000
1466,Slovenia,Solar thermal,2010,8.216
1467,Slovakia,Solar thermal,2010,3.798
1468,Finland,Solar thermal,2010,0.931
1469,Sweden,Solar thermal,2010,10.318
1470,Iceland,Solar thermal,2010,0.000
1471,Liechtenstein,Solar thermal,2010,:
1472,Norway,Solar thermal,2010,0.000
1473,Switzerland,Solar thermal,2010,:
1474,United Kingdom,Solar thermal,2010,38.000
1475,Montenegro,Solar thermal,2010,0.000
1476,North Macedonia,Solar thermal,2010,0.000
1477,Albania,Solar thermal,2010,2.006
1478,Serbia,Solar thermal,2010,0.000
1479,Turkey,Solar thermal,2010,302.403
1480,Bosnia and Herzegovina,Solar thermal,2010,:
1481,Kosovo (under United Nations Security Council Resolution 1244/99),Solar thermal,2010,0.072
1482,Moldova,Solar thermal,2010,0.000
1483,Ukraine,Solar thermal,2010,0.000
1484,Georgia,Solar thermal,2010,:
1485,European Union - 27 countries (from 2020),Total,2011,"252,034.758"
1486,European Union - 28 countries (2013-2020),Total,2011,"289,820.849"
1487,Euro area - 19 countries  (from 2015),Total,2011,"193,415.378"
1488,Belgium,Total,2011,"8,000.830"
1489,Bulgaria,Total,2011,"2,374.281"
1490,Czechia,Total,2011,"6,863.723"
1491,Denmark,Total,2011,"4,496.285"
1492,Germany (until 1990 former territory of the FRG),Total,2011,"56,020.249"
1493,Estonia,Total,2011,935.253
1494,Ireland,Total,2011,"3,146.812"
1495,Greece,Total,2011,"5,526.044"
1496,Spain,Total,2011,"15,662.135"
1497,France,Total,2011,"39,858.113"
1498,Croatia,Total,2011,"2,643.689"
1499,Italy,Total,2011,"32,378.063"
1500,Cyprus,Total,2011,356.538
1501,Latvia,Total,2011,"1,327.389"
1502,Lithuania,Total,2011,"1,532.207"
1503,Luxembourg,Total,2011,478.246
1504,Hungary,Total,2011,"6,569.577"
1505,Malta,Total,2011,68.760
1506,Netherlands,Total,2011,"10,280.980"
1507,Austria,Total,2011,"6,551.691"
1508,Poland,Total,2011,"20,130.337"
1509,Portugal,Total,2011,"2,777.129"
1510,Romania,Total,2011,"7,859.678"
1511,Slovenia,Total,2011,"1,302.665"
1512,Slovakia,Total,2011,"2,121.122"
1513,Finland,Total,2011,"5,091.152"
1514,Sweden,Total,2011,"7,681.810"
1515,Iceland,Total,2011,370.818
1516,Liechtenstein,Total,2011,:
1517,Norway,Total,2011,"4,270.480"
1518,Switzerland,Total,2011,:
1519,United Kingdom,Total,2011,"37,786.091"
1520,Montenegro,Total,2011,268.887
1521,North Macedonia,Total,2011,567.027
1522,Albania,Total,2011,498.280
1523,Serbia,Total,2011,"3,134.547"
1524,Turkey,Total,2011,"20,809.776"
1525,Bosnia and Herzegovina,Total,2011,:
1526,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2011,491.178
1527,Moldova,Total,2011,"1,137.092"
1528,Ukraine,Total,2011,"23,587.848"
1529,Georgia,Total,2011,:
1530,European Union - 27 countries (from 2020),Natural gas,2011,"80,761.198"
1531,European Union - 28 countries (2013-2020),Natural gas,2011,"104,661.177"
1532,Euro area - 19 countries  (from 2015),Natural gas,2011,"68,905.751"
1533,Belgium,Natural gas,2011,"3,103.403"
1534,Bulgaria,Natural gas,2011,55.954
1535,Czechia,Natural gas,2011,"2,002.408"
1536,Denmark,Natural gas,2011,649.342
1537,Germany (until 1990 former territory of the FRG),Natural gas,2011,"19,757.918"
1538,Estonia,Natural gas,2011,51.677
1539,Ireland,Natural gas,2011,568.121
1540,Greece,Natural gas,2011,348.002
1541,Spain,Natural gas,2011,"3,411.930"
1542,France,Natural gas,2011,"12,696.193"
1543,Croatia,Natural gas,2011,544.261
1544,Italy,Natural gas,2011,"17,989.639"
1545,Cyprus,Natural gas,2011,0.000
1546,Latvia,Natural gas,2011,106.836
1547,Lithuania,Natural gas,2011,144.776
1548,Luxembourg,Natural gas,2011,215.773
1549,Hungary,Natural gas,2011,"2,966.380"
1550,Malta,Natural gas,2011,0.000
1551,Netherlands,Natural gas,2011,"7,547.030"
1552,Austria,Natural gas,2011,"1,389.560"
1553,Poland,Natural gas,2011,"3,235.662"
1554,Portugal,Natural gas,2011,257.975
1555,Romania,Natural gas,2011,"2,331.965"
1556,Slovenia,Natural gas,2011,113.242
1557,Slovakia,Natural gas,2011,"1,172.743"
1558,Finland,Natural gas,2011,30.933
1559,Sweden,Natural gas,2011,69.475
1560,Iceland,Natural gas,2011,0.000
1561,Liechtenstein,Natural gas,2011,:
1562,Norway,Natural gas,2011,3.310
1563,Switzerland,Natural gas,2011,:
1564,United Kingdom,Natural gas,2011,"23,899.979"
1565,Montenegro,Natural gas,2011,0.000
1566,North Macedonia,Natural gas,2011,0.000
1567,Albania,Natural gas,2011,0.000
1568,Serbia,Natural gas,2011,212.317
1569,Turkey,Natural gas,2011,"7,227.386"
1570,Bosnia and Herzegovina,Natural gas,2011,:
1571,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2011,0.000
1572,Moldova,Natural gas,2011,250.709
1573,Ukraine,Natural gas,2011,"14,064.037"
1574,Georgia,Natural gas,2011,:
1575,European Union - 27 countries (from 2020),Electricity,2011,"60,533.452"
1576,European Union - 28 countries (2013-2020),Electricity,2011,"70,128.121"
1577,Euro area - 19 countries  (from 2015),Electricity,2011,"48,902.755"
1578,Belgium,Electricity,2011,"1,655.150"
1579,Bulgaria,Electricity,2011,938.263
1580,Czechia,Electricity,2011,"1,220.980"
1581,Denmark,Electricity,2011,869.390
1582,Germany (until 1990 former territory of the FRG),Electricity,2011,"11,745.486"
1583,Estonia,Electricity,2011,166.294
1584,Ireland,Electricity,2011,712.229
1585,Greece,Electricity,2011,"1,515.735"
1586,Spain,Electricity,2011,"6,544.024"
1587,France,Electricity,2011,"12,728.305"
1588,Croatia,Electricity,2011,562.425
1589,Italy,Electricity,2011,"6,030.954"
1590,Cyprus,Electricity,2011,148.151
1591,Latvia,Electricity,2011,152.365
1592,Lithuania,Electricity,2011,225.107
1593,Luxembourg,Electricity,2011,73.226
1594,Hungary,Electricity,2011,972.657
1595,Malta,Electricity,2011,51.075
1596,Netherlands,Electricity,2011,"1,981.341"
1597,Austria,Electricity,2011,"1,485.266"
1598,Poland,Electricity,2011,"2,429.751"
1599,Portugal,Electricity,2011,"1,182.459"
1600,Romania,Electricity,2011,995.443
1601,Slovenia,Electricity,2011,276.096
1602,Slovakia,Electricity,2011,387.188
1603,Finland,Electricity,2011,"1,842.304"
1604,Sweden,Electricity,2011,"3,641.788"
1605,Iceland,Electricity,2011,73.861
1606,Liechtenstein,Electricity,2011,:
1607,Norway,Electricity,2011,"3,100.516"
1608,Switzerland,Electricity,2011,:
1609,United Kingdom,Electricity,2011,"9,594.669"
1610,Montenegro,Electricity,2011,103.181
1611,North Macedonia,Electricity,2011,287.618
1612,Albania,Electricity,2011,233.190
1613,Serbia,Electricity,2011,"1,260.963"
1614,Turkey,Electricity,2011,"3,806.621"
1615,Bosnia and Herzegovina,Electricity,2011,:
1616,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2011,215.563
1617,Moldova,Electricity,2011,133.190
1618,Ukraine,Electricity,2011,"3,306.965"
1619,Georgia,Electricity,2011,:
1620,European Union - 27 countries (from 2020),Primary solid biofuels,2011,"39,435.817"
1621,European Union - 28 countries (2013-2020),Primary solid biofuels,2011,"40,357.046"
1622,Euro area - 19 countries  (from 2015),Primary solid biofuels,2011,"26,240.232"
1623,Belgium,Primary solid biofuels,2011,454.572
1624,Bulgaria,Primary solid biofuels,2011,746.967
1625,Czechia,Primary solid biofuels,2011,"1,554.457"
1626,Denmark,Primary solid biofuels,2011,856.662
1627,Germany (until 1990 former territory of the FRG),Primary solid biofuels,2011,"5,931.809"
1628,Estonia,Primary solid biofuels,2011,364.550
1629,Ireland,Primary solid biofuels,2011,22.498
1630,Greece,Primary solid biofuels,2011,744.698
1631,Spain,Primary solid biofuels,2011,"2,445.806"
1632,France,Primary solid biofuels,2011,"5,878.531"
1633,Croatia,Primary solid biofuels,2011,"1,154.677"
1634,Italy,Primary solid biofuels,2011,"4,551.686"
1635,Cyprus,Primary solid biofuels,2011,8.097
1636,Latvia,Primary solid biofuels,2011,623.006
1637,Lithuania,Primary solid biofuels,2011,558.159
1638,Luxembourg,Primary solid biofuels,2011,13.830
1639,Hungary,Primary solid biofuels,2011,"1,819.074"
1640,Malta,Primary solid biofuels,2011,0.717
1641,Netherlands,Primary solid biofuels,2011,409.469
1642,Austria,Primary solid biofuels,2011,"1,707.845"
1643,Poland,Primary solid biofuels,2011,"2,746.728"
1644,Portugal,Primary solid biofuels,2011,711.904
1645,Romania,Primary solid biofuels,2011,"3,146.675"
1646,Slovenia,Primary solid biofuels,2011,551.113
1647,Slovakia,Primary solid biofuels,2011,44.449
1648,Finland,Primary solid biofuels,2011,"1,217.493"
1649,Sweden,Primary solid biofuels,2011,"1,170.345"
1650,Iceland,Primary solid biofuels,2011,0.000
1651,Liechtenstein,Primary solid biofuels,2011,:
1652,Norway,Primary solid biofuels,2011,633.563
1653,Switzerland,Primary solid biofuels,2011,:
1654,United Kingdom,Primary solid biofuels,2011,921.229
1655,Montenegro,Primary solid biofuels,2011,161.890
1656,North Macedonia,Primary solid biofuels,2011,195.878
1657,Albania,Primary solid biofuels,2011,170.011
1658,Serbia,Primary solid biofuels,2011,872.886
1659,Turkey,Primary solid biofuels,2011,"3,531.074"
1660,Bosnia and Herzegovina,Primary solid biofuels,2011,:
1661,Kosovo (under United Nations Security Council Resolution 1244/99),Primary solid biofuels,2011,222.366
1662,Moldova,Primary solid biofuels,2011,521.616
1663,Ukraine,Primary solid biofuels,2011,906.587
1664,Georgia,Primary solid biofuels,2011,:
1665,European Union - 27 countries (from 2020),Gas oil and diesel oil ,2011,"28,142.058"
1666,European Union - 28 countries (2013-2020),Gas oil and diesel oil ,2011,"28,286.792"
1667,Euro area - 19 countries  (from 2015),Gas oil and diesel oil ,2011,"27,401.033"
1668,Belgium,Gas oil and diesel oil ,2011,"2,459.258"
1669,Bulgaria,Gas oil and diesel oil ,2011,1.010
1670,Czechia,Gas oil and diesel oil ,2011,0.000
1671,Denmark,Gas oil and diesel oil ,2011,358.341
1672,Germany (until 1990 former territory of the FRG),Gas oil and diesel oil ,2011,"11,468.138"
1673,Estonia,Gas oil and diesel oil ,2011,5.052
1674,Ireland,Gas oil and diesel oil ,2011,485.100
1675,Greece,Gas oil and diesel oil ,2011,"2,533.534"
1676,Spain,Gas oil and diesel oil ,2011,"1,581.638"
1677,France,Gas oil and diesel oil ,2011,"4,966.454"
1678,Croatia,Gas oil and diesel oil ,2011,124.454
1679,Italy,Gas oil and diesel oil ,2011,"1,791.788"
1680,Cyprus,Gas oil and diesel oil ,2011,82.056
1681,Latvia,Gas oil and diesel oil ,2011,25.371
1682,Lithuania,Gas oil and diesel oil ,2011,8.230
1683,Luxembourg,Gas oil and diesel oil ,2011,171.025
1684,Hungary,Gas oil and diesel oil ,2011,0.000
1685,Malta,Gas oil and diesel oil ,2011,0.000
1686,Netherlands,Gas oil and diesel oil ,2011,7.223
1687,Austria,Gas oil and diesel oil ,2011,"1,109.543"
1688,Poland,Gas oil and diesel oil ,2011,113.762
1689,Portugal,Gas oil and diesel oil ,2011,88.325
1690,Romania,Gas oil and diesel oil ,2011,0.000
1691,Slovenia,Gas oil and diesel oil ,2011,213.672
1692,Slovakia,Gas oil and diesel oil ,2011,0.000
1693,Finland,Gas oil and diesel oil ,2011,404.626
1694,Sweden,Gas oil and diesel oil ,2011,143.458
1695,Iceland,Gas oil and diesel oil ,2011,2.054
1696,Liechtenstein,Gas oil and diesel oil ,2011,:
1697,Norway,Gas oil and diesel oil ,2011,75.148
1698,Switzerland,Gas oil and diesel oil ,2011,:
1699,United Kingdom,Gas oil and diesel oil ,2011,144.734
1700,Montenegro,Gas oil and diesel oil ,2011,0.000
1701,North Macedonia,Gas oil and diesel oil ,2011,34.931
1702,Albania,Gas oil and diesel oil ,2011,0.000
1703,Serbia,Gas oil and diesel oil ,2011,26.109
1704,Turkey,Gas oil and diesel oil ,2011,0.000
1705,Bosnia and Herzegovina,Gas oil and diesel oil ,2011,:
1706,Kosovo (under United Nations Security Council Resolution 1244/99),Gas oil and diesel oil ,2011,10.270
1707,Moldova,Gas oil and diesel oil ,2011,0.000
1708,Ukraine,Gas oil and diesel oil ,2011,0.000
1709,Georgia,Gas oil and diesel oil ,2011,:
1710,European Union - 27 countries (from 2020),Heat,2011,"21,273.966"
1711,European Union - 28 countries (2013-2020),Heat,2011,"21,325.891"
1712,Euro area - 19 countries  (from 2015),Heat,2011,"9,712.249"
1713,Belgium,Heat,2011,12.922
1714,Bulgaria,Heat,2011,359.391
1715,Czechia,Heat,2011,"1,110.227"
1716,Denmark,Heat,2011,"1,611.852"
1717,Germany (until 1990 former territory of the FRG),Heat,2011,"3,925.361"
1718,Estonia,Heat,2011,332.665
1719,Ireland,Heat,2011,0.000
1720,Greece,Heat,2011,53.884
1721,Spain,Heat,2011,0.000
1722,France,Heat,2011,"1,074.450"
1723,Croatia,Heat,2011,146.532
1724,Italy,Heat,2011,567.641
1725,Cyprus,Heat,2011,0.000
1726,Latvia,Heat,2011,367.058
1727,Lithuania,Heat,2011,485.574
1728,Luxembourg,Heat,2011,0.000
1729,Hungary,Heat,2011,528.781
1730,Malta,Heat,2011,0.000
1731,Netherlands,Heat,2011,249.761
1732,Austria,Heat,2011,584.988
1733,Poland,Heat,2011,"4,179.803"
1734,Portugal,Heat,2011,0.908
1735,Romania,Heat,2011,"1,120.569"
1736,Slovenia,Heat,2011,89.376
1737,Slovakia,Heat,2011,457.868
1738,Finland,Heat,2011,"1,509.793"
1739,Sweden,Heat,2011,"2,504.562"
1740,Iceland,Heat,2011,266.433
1741,Liechtenstein,Heat,2011,:
1742,Norway,Heat,2011,67.737
1743,Switzerland,Heat,2011,:
1744,United Kingdom,Heat,2011,51.925
1745,Montenegro,Heat,2011,0.000
1746,North Macedonia,Heat,2011,37.236
1747,Albania,Heat,2011,0.000
1748,Serbia,Heat,2011,429.612
1749,Turkey,Heat,2011,0.000
1750,Bosnia and Herzegovina,Heat,2011,:
1751,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2011,1.982
1752,Moldova,Heat,2011,128.380
1753,Ukraine,Heat,2011,"4,507.619"
1754,Georgia,Heat,2011,:
1755,European Union - 27 countries (from 2020),Solid fossil fuels,2011,"9,643.939"
1756,European Union - 28 countries (2013-2020),Solid fossil fuels,2011,"10,334.737"
1757,Euro area - 19 countries  (from 2015),Solid fossil fuels,2011,"1,515.762"
1758,Belgium,Solid fossil fuels,2011,98.344
1759,Bulgaria,Solid fossil fuels,2011,238.373
1760,Czechia,Solid fossil fuels,2011,889.074
1761,Denmark,Solid fossil fuels,2011,0.437
1762,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2011,865.783
1763,Estonia,Solid fossil fuels,2011,6.508
