,country,fuel_type,year,1K_tonne_oil_equivalent
1218,Belgium,Blended biodiesels,2010,308.638
1219,Bulgaria,Blended biodiesels,2010,10.457
1220,Czechia,Blended biodiesels,2010,173.211
1221,Denmark,Blended biodiesels,2010,0.000
1222,Germany (until 1990 former territory of the FRG),Blended biodiesels,2010,"1,821.358"
1223,Estonia,Blended biodiesels,2010,3.258
1224,Ireland,Blended biodiesels,2010,60.136
1225,Greece,Blended biodiesels,2010,124.606
1226,Spain,Blended biodiesels,2010,"1,220.861"
1227,France,Blended biodiesels,2010,"2,021.018"
1228,Croatia,Blended biodiesels,2010,2.644
1229,Italy,Blended biodiesels,2010,"1,297.315"
1230,Cyprus,Blended biodiesels,2010,15.023
1231,Latvia,Blended biodiesels,2010,18.659
1232,Lithuania,Blended biodiesels,2010,34.465
1233,Luxembourg,Blended biodiesels,2010,41.269
1234,Hungary,Blended biodiesels,2010,118.229
1235,Malta,Blended biodiesels,2010,0.000
1236,Netherlands,Blended biodiesels,2010,94.559
1237,Austria,Blended biodiesels,2010,335.899
1238,Poland,Blended biodiesels,2010,486.099
1239,Portugal,Blended biodiesels,2010,304.887
1240,Romania,Blended biodiesels,2010,67.163
1241,Slovenia,Blended biodiesels,2010,41.423
1242,Slovakia,Blended biodiesels,2010,73.854
1243,Finland,Blended biodiesels,2010,62.590
1244,Sweden,Blended biodiesels,2010,134.799
1245,Iceland,Blended biodiesels,2010,0.000
1246,Liechtenstein,Blended biodiesels,2010,:
1247,Norway,Blended biodiesels,2010,111.627
1248,Switzerland,Blended biodiesels,2010,:
1249,United Kingdom,Blended biodiesels,2010,829.665
1250,Montenegro,Blended biodiesels,2010,0.000
1251,North Macedonia,Blended biodiesels,2010,0.437
1252,Albania,Blended biodiesels,2010,0.000
1253,Serbia,Blended biodiesels,2010,0.000
1254,Turkey,Blended biodiesels,2010,6.186
1255,Bosnia and Herzegovina,Blended biodiesels,2010,:
1256,Kosovo (under United Nations Security Council Resolution 1244/99),Blended biodiesels,2010,0.000
1257,Moldova,Blended biodiesels,2010,0.000
1258,Ukraine,Blended biodiesels,2010,0.000
1259,Georgia,Blended biodiesels,2010,:
1260,European Union - 27 countries (from 2020),Liquefied petroleum gases,2010,"5,131.462"
1261,European Union - 28 countries (2013-2020),Liquefied petroleum gases,2010,"5,247.670"
1262,Euro area - 19 countries  (from 2015),Liquefied petroleum gases,2010,"2,737.580"
1263,Belgium,Liquefied petroleum gases,2010,52.737
1264,Bulgaria,Liquefied petroleum gases,2010,373.555
1265,Czechia,Liquefied petroleum gases,2010,80.594
1266,Denmark,Liquefied petroleum gases,2010,0.000
1267,Germany (until 1990 former territory of the FRG),Liquefied petroleum gases,2010,553.014
1268,Estonia,Liquefied petroleum gases,2010,2.237
1269,Ireland,Liquefied petroleum gases,2010,0.515
1270,Greece,Liquefied petroleum gases,2010,46.145
1271,Spain,Liquefied petroleum gases,2010,21.465
1272,France,Liquefied petroleum gases,2010,126.349
1273,Croatia,Liquefied petroleum gases,2010,66.077
1274,Italy,Liquefied petroleum gases,2010,"1,333.811"
1275,Cyprus,Liquefied petroleum gases,2010,0.000
1276,Latvia,Liquefied petroleum gases,2010,23.929
1277,Lithuania,Liquefied petroleum gases,2010,174.069
1278,Luxembourg,Liquefied petroleum gases,2010,1.485
1279,Hungary,Liquefied petroleum gases,2010,29.187
1280,Malta,Liquefied petroleum gases,2010,0.000
1281,Netherlands,Liquefied petroleum gases,2010,343.277
1282,Austria,Liquefied petroleum gases,2010,21.186
1283,Poland,Liquefied petroleum gases,2010,"1,823.827"
1284,Portugal,Liquefied petroleum gases,2010,31.862
1285,Romania,Liquefied petroleum gases,2010,19.545
1286,Slovenia,Liquefied petroleum gases,2010,5.499
1287,Slovakia,Liquefied petroleum gases,2010,0.000
1288,Finland,Liquefied petroleum gases,2010,0.000
1289,Sweden,Liquefied petroleum gases,2010,1.097
1290,Iceland,Liquefied petroleum gases,2010,0.000
1291,Liechtenstein,Liquefied petroleum gases,2010,:
1292,Norway,Liquefied petroleum gases,2010,2.202
1293,Switzerland,Liquefied petroleum gases,2010,:
1294,United Kingdom,Liquefied petroleum gases,2010,116.208
1295,Montenegro,Liquefied petroleum gases,2010,0.000
1296,North Macedonia,Liquefied petroleum gases,2010,46.968
1297,Albania,Liquefied petroleum gases,2010,0.000
1298,Serbia,Liquefied petroleum gases,2010,336.741
1299,Turkey,Liquefied petroleum gases,2010,"2,660.540"
1300,Bosnia and Herzegovina,Liquefied petroleum gases,2010,:
1301,Kosovo (under United Nations Security Council Resolution 1244/99),Liquefied petroleum gases,2010,13.439
1302,Moldova,Liquefied petroleum gases,2010,14.304
1303,Ukraine,Liquefied petroleum gases,2010,717.445
1304,Georgia,Liquefied petroleum gases,2010,:
1305,European Union - 27 countries (from 2020),Blended biogasoline,2010,"2,455.369"
1306,European Union - 28 countries (2013-2020),Blended biogasoline,2010,"2,776.374"
1307,Euro area - 19 countries  (from 2015),Blended biogasoline,2010,"1,918.840"
1308,Belgium,Blended biogasoline,2010,56.753
1309,Bulgaria,Blended biogasoline,2010,0.000
1310,Czechia,Blended biogasoline,2010,58.040
1311,Denmark,Blended biogasoline,2010,26.784
1312,Germany (until 1990 former territory of the FRG),Blended biogasoline,2010,739.337
1313,Estonia,Blended biogasoline,2010,4.481
1314,Ireland,Blended biogasoline,2010,30.161
1315,Greece,Blended biogasoline,2010,0.000
1316,Spain,Blended biogasoline,2010,232.158
1317,France,Blended biogasoline,2010,398.538
1318,Croatia,Blended biogasoline,2010,0.000
1319,Italy,Blended biogasoline,2010,122.084
1320,Cyprus,Blended biogasoline,2010,0.000
1321,Latvia,Blended biogasoline,2010,8.321
1322,Lithuania,Blended biogasoline,2010,10.318
1323,Luxembourg,Blended biogasoline,2010,0.715
1324,Hungary,Blended biogasoline,2010,56.544
1325,Malta,Blended biogasoline,2010,0.000
1326,Netherlands,Blended biogasoline,2010,134.136
1327,Austria,Blended biogasoline,2010,78.262
1328,Poland,Blended biogasoline,2010,169.633
1329,Portugal,Blended biogasoline,2010,0.000
1330,Romania,Blended biogasoline,2010,47.077
1331,Slovenia,Blended biogasoline,2010,4.319
1332,Slovakia,Blended biogasoline,2010,23.835
1333,Finland,Blended biogasoline,2010,75.422
1334,Sweden,Blended biogasoline,2010,178.451
1335,Iceland,Blended biogasoline,2010,0.000
1336,Liechtenstein,Blended biogasoline,2010,:
1337,Norway,Blended biogasoline,2010,4.481
1338,Switzerland,Blended biogasoline,2010,:
1339,United Kingdom,Blended biogasoline,2010,321.005
1340,Montenegro,Blended biogasoline,2010,0.000
1341,North Macedonia,Blended biogasoline,2010,0.000
1342,Albania,Blended biogasoline,2010,0.000
1343,Serbia,Blended biogasoline,2010,0.000
1344,Turkey,Blended biogasoline,2010,0.000
1345,Bosnia and Herzegovina,Blended biogasoline,2010,:
1346,Kosovo (under United Nations Security Council Resolution 1244/99),Blended biogasoline,2010,0.000
1347,Moldova,Blended biogasoline,2010,0.000
1348,Ukraine,Blended biogasoline,2010,0.000
1349,Georgia,Blended biogasoline,2010,:
1350,European Union - 27 countries (from 2020),Natural gas,2010,"1,083.770"
1351,European Union - 28 countries (2013-2020),Natural gas,2010,"1,083.770"
1352,Euro area - 19 countries  (from 2015),Natural gas,2010,974.441
1353,Belgium,Natural gas,2010,0.142
1354,Bulgaria,Natural gas,2010,65.929
1355,Czechia,Natural gas,2010,8.641
1356,Denmark,Natural gas,2010,0.000
1357,Germany (until 1990 former territory of the FRG),Natural gas,2010,138.523
1358,Estonia,Natural gas,2010,0.043
1359,Ireland,Natural gas,2010,0.000
1360,Greece,Natural gas,2010,14.144
1361,Spain,Natural gas,2010,55.288
1362,France,Natural gas,2010,30.804
1363,Croatia,Natural gas,2010,2.107
1364,Italy,Natural gas,2010,695.292
1365,Cyprus,Natural gas,2010,0.000
1366,Latvia,Natural gas,2010,0.000
1367,Lithuania,Natural gas,2010,2.408
1368,Luxembourg,Natural gas,2010,0.000
1369,Hungary,Natural gas,2010,0.924
1370,Malta,Natural gas,2010,0.000
1371,Netherlands,Natural gas,2010,9.265
1372,Austria,Natural gas,2010,10.841
1373,Poland,Natural gas,2010,0.000
1374,Portugal,Natural gas,2010,12.532
1375,Romania,Natural gas,2010,0.000
1376,Slovenia,Natural gas,2010,0.000
1377,Slovakia,Natural gas,2010,0.000
1378,Finland,Natural gas,2010,5.159
1379,Sweden,Natural gas,2010,31.728
1380,Iceland,Natural gas,2010,0.000
1381,Liechtenstein,Natural gas,2010,:
1382,Norway,Natural gas,2010,4.514
1383,Switzerland,Natural gas,2010,:
1384,United Kingdom,Natural gas,2010,0.000
1385,Montenegro,Natural gas,2010,0.000
1386,North Macedonia,Natural gas,2010,0.193
1387,Albania,Natural gas,2010,0.000
1388,Serbia,Natural gas,2010,1.569
1389,Turkey,Natural gas,2010,58.706
1390,Bosnia and Herzegovina,Natural gas,2010,:
1391,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2010,0.000
1392,Moldova,Natural gas,2010,1.032
1393,Ukraine,Natural gas,2010,45.185
1394,Georgia,Natural gas,2010,:
1395,European Union - 27 countries (from 2020),Pure biodiesels,2010,551.965
1396,European Union - 28 countries (2013-2020),Pure biodiesels,2010,551.965
1397,Euro area - 19 countries  (from 2015),Pure biodiesels,2010,326.776
1398,Belgium,Pure biodiesels,2010,0.000
1399,Bulgaria,Pure biodiesels,2010,0.000
1400,Czechia,Pure biodiesels,2010,0.000
1401,Denmark,Pure biodiesels,2010,0.000
1402,Germany (until 1990 former territory of the FRG),Pure biodiesels,2010,245.746
1403,Estonia,Pure biodiesels,2010,0.000
1404,Ireland,Pure biodiesels,2010,2.344
1405,Greece,Pure biodiesels,2010,0.000
1406,Spain,Pure biodiesels,2010,0.000
1407,France,Pure biodiesels,2010,0.000
1408,Croatia,Pure biodiesels,2010,0.000
1409,Italy,Pure biodiesels,2010,0.000
1410,Cyprus,Pure biodiesels,2010,0.000
1411,Latvia,Pure biodiesels,2010,0.000
1412,Lithuania,Pure biodiesels,2010,0.000
1413,Luxembourg,Pure biodiesels,2010,0.000
1414,Hungary,Pure biodiesels,2010,0.000
1415,Malta,Pure biodiesels,2010,0.536
1416,Netherlands,Pure biodiesels,2010,0.000
1417,Austria,Pure biodiesels,2010,78.150
1418,Poland,Pure biodiesels,2010,211.693
1419,Portugal,Pure biodiesels,2010,0.000
1420,Romania,Pure biodiesels,2010,1.845
1421,Slovenia,Pure biodiesels,2010,0.000
1422,Slovakia,Pure biodiesels,2010,0.000
1423,Finland,Pure biodiesels,2010,0.000
1424,Sweden,Pure biodiesels,2010,11.651
1425,Iceland,Pure biodiesels,2010,0.000
1426,Liechtenstein,Pure biodiesels,2010,:
1427,Norway,Pure biodiesels,2010,0.000
1428,Switzerland,Pure biodiesels,2010,:
1429,United Kingdom,Pure biodiesels,2010,0.000
1430,Montenegro,Pure biodiesels,2010,0.000
1431,North Macedonia,Pure biodiesels,2010,0.000
1432,Albania,Pure biodiesels,2010,0.000
1433,Serbia,Pure biodiesels,2010,0.000
1434,Turkey,Pure biodiesels,2010,0.000
1435,Bosnia and Herzegovina,Pure biodiesels,2010,:
1436,Kosovo (under United Nations Security Council Resolution 1244/99),Pure biodiesels,2010,0.000
1437,Moldova,Pure biodiesels,2010,0.000
1438,Ukraine,Pure biodiesels,2010,0.000
1439,Georgia,Pure biodiesels,2010,:
1440,European Union - 27 countries (from 2020),Biogases,2010,27.661
1441,European Union - 28 countries (2013-2020),Biogases,2010,27.661
1442,Euro area - 19 countries  (from 2015),Biogases,2010,6.523
1443,Belgium,Biogases,2010,0.000
1444,Bulgaria,Biogases,2010,0.000
1445,Czechia,Biogases,2010,0.000
1446,Denmark,Biogases,2010,0.000
1447,Germany (until 1990 former territory of the FRG),Biogases,2010,6.449
1448,Estonia,Biogases,2010,0.000
1449,Ireland,Biogases,2010,0.000
1450,Greece,Biogases,2010,0.000
1451,Spain,Biogases,2010,0.000
1452,France,Biogases,2010,0.000
1453,Croatia,Biogases,2010,0.000
1454,Italy,Biogases,2010,0.024
1455,Cyprus,Biogases,2010,0.000
1456,Latvia,Biogases,2010,0.000
1457,Lithuania,Biogases,2010,0.000
1458,Luxembourg,Biogases,2010,0.000
1459,Hungary,Biogases,2010,0.000
1460,Malta,Biogases,2010,0.000
1461,Netherlands,Biogases,2010,0.000
1462,Austria,Biogases,2010,0.002
1463,Poland,Biogases,2010,0.000
1464,Portugal,Biogases,2010,0.000
1465,Romania,Biogases,2010,0.000
1466,Slovenia,Biogases,2010,0.000
1467,Slovakia,Biogases,2010,0.000
1468,Finland,Biogases,2010,0.048
1469,Sweden,Biogases,2010,21.138
1470,Iceland,Biogases,2010,0.525
1471,Liechtenstein,Biogases,2010,:
1472,Norway,Biogases,2010,0.000
1473,Switzerland,Biogases,2010,:
1474,United Kingdom,Biogases,2010,0.000
1475,Montenegro,Biogases,2010,0.000
1476,North Macedonia,Biogases,2010,0.000
1477,Albania,Biogases,2010,0.000
1478,Serbia,Biogases,2010,0.000
1479,Turkey,Biogases,2010,0.000
1480,Bosnia and Herzegovina,Biogases,2010,:
1481,Kosovo (under United Nations Security Council Resolution 1244/99),Biogases,2010,0.000
1482,Moldova,Biogases,2010,0.000
1483,Ukraine,Biogases,2010,0.000
1484,Georgia,Biogases,2010,:
1485,European Union - 27 countries (from 2020),Electricity,2010,35.018
1486,European Union - 28 countries (2013-2020),Electricity,2010,36.566
1487,Euro area - 19 countries  (from 2015),Electricity,2010,20.142
1488,Belgium,Electricity,2010,0.009
1489,Bulgaria,Electricity,2010,6.621
1490,Czechia,Electricity,2010,6.277
1491,Denmark,Electricity,2010,0.000
1492,Germany (until 1990 former territory of the FRG),Electricity,2010,1.634
1493,Estonia,Electricity,2010,1.978
1494,Ireland,Electricity,2010,0.000
1495,Greece,Electricity,2010,0.000
1496,Spain,Electricity,2010,0.000
1497,France,Electricity,2010,0.000
1498,Croatia,Electricity,2010,0.000
1499,Italy,Electricity,2010,5.245
1500,Cyprus,Electricity,2010,0.000
1501,Latvia,Electricity,2010,5.761
1502,Lithuania,Electricity,2010,3.353
1503,Luxembourg,Electricity,2010,0.000
1504,Hungary,Electricity,2010,0.000
1505,Malta,Electricity,2010,0.000
1506,Netherlands,Electricity,2010,0.860
1507,Austria,Electricity,2010,1.302
1508,Poland,Electricity,2010,1.978
1509,Portugal,Electricity,2010,0.000
1510,Romania,Electricity,2010,0.000
1511,Slovenia,Electricity,2010,0.000
1512,Slovakia,Electricity,2010,0.000
1513,Finland,Electricity,2010,0.000
1514,Sweden,Electricity,2010,0.000
1515,Iceland,Electricity,2010,0.000
1516,Liechtenstein,Electricity,2010,:
1517,Norway,Electricity,2010,0.258
1518,Switzerland,Electricity,2010,:
1519,United Kingdom,Electricity,2010,1.548
1520,Montenegro,Electricity,2010,0.000
1521,North Macedonia,Electricity,2010,0.000
1522,Albania,Electricity,2010,0.000
1523,Serbia,Electricity,2010,0.000
1524,Turkey,Electricity,2010,0.000
1525,Bosnia and Herzegovina,Electricity,2010,:
1526,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2010,0.000
1527,Moldova,Electricity,2010,0.000
1528,Ukraine,Electricity,2010,0.000
1529,Georgia,Electricity,2010,:
1530,European Union - 27 countries (from 2020),Pure biogasoline,2010,22.885
1531,European Union - 28 countries (2013-2020),Pure biogasoline,2010,22.885
1532,Euro area - 19 countries  (from 2015),Pure biogasoline,2010,9.644
1533,Belgium,Pure biogasoline,2010,0.000
1534,Bulgaria,Pure biogasoline,2010,0.000
1535,Czechia,Pure biogasoline,2010,0.000
1536,Denmark,Pure biogasoline,2010,0.000
1537,Germany (until 1990 former territory of the FRG),Pure biogasoline,2010,9.644
1538,Estonia,Pure biogasoline,2010,0.000
1539,Ireland,Pure biogasoline,2010,0.000
1540,Greece,Pure biogasoline,2010,0.000
1541,Spain,Pure biogasoline,2010,0.000
1542,France,Pure biogasoline,2010,0.000
1543,Croatia,Pure biogasoline,2010,0.000
1544,Italy,Pure biogasoline,2010,0.000
1545,Cyprus,Pure biogasoline,2010,0.000
1546,Latvia,Pure biogasoline,2010,0.000
1547,Lithuania,Pure biogasoline,2010,0.000
1548,Luxembourg,Pure biogasoline,2010,0.000
1549,Hungary,Pure biogasoline,2010,0.000
1550,Malta,Pure biogasoline,2010,0.000
1551,Netherlands,Pure biogasoline,2010,0.000
1552,Austria,Pure biogasoline,2010,0.000
1553,Poland,Pure biogasoline,2010,0.000
1554,Portugal,Pure biogasoline,2010,0.000
1555,Romania,Pure biogasoline,2010,0.000
1556,Slovenia,Pure biogasoline,2010,0.000
1557,Slovakia,Pure biogasoline,2010,0.000
1558,Finland,Pure biogasoline,2010,0.000
1559,Sweden,Pure biogasoline,2010,13.241
1560,Iceland,Pure biogasoline,2010,0.000
1561,Liechtenstein,Pure biogasoline,2010,:
1562,Norway,Pure biogasoline,2010,0.000
1563,Switzerland,Pure biogasoline,2010,:
1564,United Kingdom,Pure biogasoline,2010,0.000
1565,Montenegro,Pure biogasoline,2010,0.000
1566,North Macedonia,Pure biogasoline,2010,0.000
1567,Albania,Pure biogasoline,2010,0.000
1568,Serbia,Pure biogasoline,2010,0.000
1569,Turkey,Pure biogasoline,2010,0.000
1570,Bosnia and Herzegovina,Pure biogasoline,2010,:
1571,Kosovo (under United Nations Security Council Resolution 1244/99),Pure biogasoline,2010,0.000
1572,Moldova,Pure biogasoline,2010,0.000
1573,Ukraine,Pure biogasoline,2010,0.000
1574,Georgia,Pure biogasoline,2010,:
1575,European Union - 27 countries (from 2020),Other liquid biofuels,2010,51.820
1576,European Union - 28 countries (2013-2020),Other liquid biofuels,2010,51.820
1577,Euro area - 19 countries  (from 2015),Other liquid biofuels,2010,48.868
1578,Belgium,Other liquid biofuels,2010,0.000
1579,Bulgaria,Other liquid biofuels,2010,2.952
1580,Czechia,Other liquid biofuels,2010,0.000
1581,Denmark,Other liquid biofuels,2010,0.000
1582,Germany (until 1990 former territory of the FRG),Other liquid biofuels,2010,44.260
1583,Estonia,Other liquid biofuels,2010,0.000
1584,Ireland,Other liquid biofuels,2010,0.000
1585,Greece,Other liquid biofuels,2010,0.000
1586,Spain,Other liquid biofuels,2010,0.000
1587,France,Other liquid biofuels,2010,0.000
1588,Croatia,Other liquid biofuels,2010,0.000
1589,Italy,Other liquid biofuels,2010,0.000
1590,Cyprus,Other liquid biofuels,2010,0.000
1591,Latvia,Other liquid biofuels,2010,0.000
1592,Lithuania,Other liquid biofuels,2010,0.000
1593,Luxembourg,Other liquid biofuels,2010,0.364
1594,Hungary,Other liquid biofuels,2010,0.000
1595,Malta,Other liquid biofuels,2010,0.000
1596,Netherlands,Other liquid biofuels,2010,0.000
1597,Austria,Other liquid biofuels,2010,0.000
1598,Poland,Other liquid biofuels,2010,0.000
1599,Portugal,Other liquid biofuels,2010,4.244
1600,Romania,Other liquid biofuels,2010,0.000
1601,Slovenia,Other liquid biofuels,2010,0.000
1602,Slovakia,Other liquid biofuels,2010,0.000
1603,Finland,Other liquid biofuels,2010,0.000
1604,Sweden,Other liquid biofuels,2010,0.000
1605,Iceland,Other liquid biofuels,2010,0.000
1606,Liechtenstein,Other liquid biofuels,2010,:
1607,Norway,Other liquid biofuels,2010,0.000
1608,Switzerland,Other liquid biofuels,2010,:
1609,United Kingdom,Other liquid biofuels,2010,0.000
1610,Montenegro,Other liquid biofuels,2010,0.000
1611,North Macedonia,Other liquid biofuels,2010,0.000
1612,Albania,Other liquid biofuels,2010,0.000
1613,Serbia,Other liquid biofuels,2010,0.000
1614,Turkey,Other liquid biofuels,2010,0.000
1615,Bosnia and Herzegovina,Other liquid biofuels,2010,:
1616,Kosovo (under United Nations Security Council Resolution 1244/99),Other liquid biofuels,2010,0.000
1617,Moldova,Other liquid biofuels,2010,0.000
1618,Ukraine,Other liquid biofuels,2010,0.000
1619,Georgia,Other liquid biofuels,2010,:
1620,European Union - 27 countries (from 2020),Total,2011,"259,437.514"
1621,European Union - 28 countries (2013-2020),Total,2011,"296,855.931"
1622,Euro area - 19 countries  (from 2015),Total,2011,"213,417.478"
1623,Belgium,Total,2011,"8,417.645"
1624,Bulgaria,Total,2011,"2,492.135"
1625,Czechia,Total,2011,"5,600.342"
1626,Denmark,Total,2011,"4,004.927"
1627,Germany (until 1990 former territory of the FRG),Total,2011,"50,818.840"
1628,Estonia,Total,2011,703.740
1629,Ireland,Total,2011,"3,540.088"
1630,Greece,Total,2011,"5,936.976"
1631,Spain,Total,2011,"28,552.491"
1632,France,Total,2011,"42,193.986"
1633,Croatia,Total,2011,"1,844.694"
1634,Italy,Total,2011,"35,677.834"
1635,Cyprus,Total,2011,744.315
1636,Latvia,Total,2011,877.731
1637,Lithuania,Total,2011,"1,390.932"
1638,Luxembourg,Total,2011,"2,292.545"
1639,Hungary,Total,2011,"3,620.930"
1640,Malta,Total,2011,165.844
1641,Netherlands,Total,2011,"11,224.774"
1642,Austria,Total,2011,"7,277.302"
1643,Poland,Total,2011,"16,774.549"
1644,Portugal,Total,2011,"5,714.964"
1645,Romania,Total,2011,"4,752.932"
1646,Slovenia,Total,2011,"1,856.868"
1647,Slovakia,Total,2011,"2,081.778"
1648,Finland,Total,2011,"3,948.825"
1649,Sweden,Total,2011,"6,929.527"
1650,Iceland,Total,2011,263.447
1651,Liechtenstein,Total,2011,:
1652,Norway,Total,2011,"3,414.233"
1653,Switzerland,Total,2011,:
1654,United Kingdom,Total,2011,"37,418.417"
1655,Montenegro,Total,2011,209.899
1656,North Macedonia,Total,2011,469.759
1657,Albania,Total,2011,744.498
1658,Serbia,Total,2011,"1,969.898"
1659,Turkey,Total,2011,"13,627.854"
1660,Bosnia and Herzegovina,Total,2011,:
1661,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2011,329.574
1662,Moldova,Total,2011,594.676
1663,Ukraine,Total,2011,"8,483.605"
1664,Georgia,Total,2011,:
1665,European Union - 27 countries (from 2020),Gas oil and diesel oil,2011,"167,612.235"
1666,European Union - 28 countries (2013-2020),Gas oil and diesel oil,2011,"189,007.332"
1667,Euro area - 19 countries  (from 2015),Gas oil and diesel oil,2011,"140,429.620"
1668,Belgium,Gas oil and diesel oil,2011,"6,821.169"
1669,Bulgaria,Gas oil and diesel oil,2011,"1,493.250"
1670,Czechia,Gas oil and diesel oil,2011,"3,406.521"
1671,Denmark,Gas oil and diesel oil,2011,"2,333.467"
1672,Germany (until 1990 former territory of the FRG),Gas oil and diesel oil,2011,"28,532.014"
1673,Estonia,Gas oil and diesel oil,2011,426.639
1674,Ireland,Gas oil and diesel oil,2011,"2,125.539"
1675,Greece,Gas oil and diesel oil,2011,"2,124.506"
1676,Spain,Gas oil and diesel oil,2011,"21,498.973"
1677,France,Gas oil and diesel oil,2011,"32,251.932"
1678,Croatia,Gas oil and diesel oil,2011,"1,115.374"
1679,Italy,Gas oil and diesel oil,2011,"22,249.312"
1680,Cyprus,Gas oil and diesel oil,2011,321.044
1681,Latvia,Gas oil and diesel oil,2011,548.022
1682,Lithuania,Gas oil and diesel oil,2011,918.637
1683,Luxembourg,Gas oil and diesel oil,2011,"1,876.157"
1684,Hungary,Gas oil and diesel oil,2011,"2,183.864"
1685,Malta,Gas oil and diesel oil,2011,90.379
1686,Netherlands,Gas oil and diesel oil,2011,"6,472.571"
1687,Austria,Gas oil and diesel oil,2011,"5,111.142"
1688,Poland,Gas oil and diesel oil,2011,"10,077.271"
1689,Portugal,Gas oil and diesel oil,2011,"4,077.338"
1690,Romania,Gas oil and diesel oil,2011,"3,124.248"
1691,Slovenia,Gas oil and diesel oil,2011,"1,231.155"
1692,Slovakia,Gas oil and diesel oil,2011,"1,414.230"
1693,Finland,Gas oil and diesel oil,2011,"2,338.861"
1694,Sweden,Gas oil and diesel oil,2011,"3,448.620"
1695,Iceland,Gas oil and diesel oil,2011,108.866
1696,Liechtenstein,Gas oil and diesel oil,2011,:
1697,Norway,Gas oil and diesel oil,2011,"2,224.589"
1698,Switzerland,Gas oil and diesel oil,2011,:
1699,United Kingdom,Gas oil and diesel oil,2011,"21,395.097"
1700,Montenegro,Gas oil and diesel oil,2011,167.298
1701,North Macedonia,Gas oil and diesel oil,2011,291.774
1702,Albania,Gas oil and diesel oil,2011,626.646
1703,Serbia,Gas oil and diesel oil,2011,"1,204.140"
1704,Turkey,Gas oil and diesel oil,2011,"8,813.008"
1705,Bosnia and Herzegovina,Gas oil and diesel oil,2011,:
1706,Kosovo (under United Nations Security Council Resolution 1244/99),Gas oil and diesel oil,2011,244.435
1707,Moldova,Gas oil and diesel oil,2011,365.864
1708,Ukraine,Gas oil and diesel oil,2011,"3,109.236"
1709,Georgia,Gas oil and diesel oil,2011,:
1710,European Union - 27 countries (from 2020),Motor gasoline,2011,"72,649.714"
1711,European Union - 28 countries (2013-2020),Motor gasoline,2011,"87,500.518"
1712,Euro area - 19 countries  (from 2015),Motor gasoline,2011,"58,498.841"
1713,Belgium,Motor gasoline,2011,"1,187.458"
1714,Bulgaria,Motor gasoline,2011,564.345
1715,Czechia,Motor gasoline,2011,"1,795.898"
1716,Denmark,Motor gasoline,2011,"1,540.972"
1717,Germany (until 1990 former territory of the FRG),Motor gasoline,2011,"18,779.401"
1718,Estonia,Motor gasoline,2011,267.985
1719,Ireland,Motor gasoline,2011,"1,356.797"
1720,Greece,Motor gasoline,2011,"3,497.468"
1721,Spain,Motor gasoline,2011,"5,228.009"
1722,France,Motor gasoline,2011,"7,287.978"
1723,Croatia,Motor gasoline,2011,662.019
1724,Italy,Motor gasoline,2011,"9,908.092"
1725,Cyprus,Motor gasoline,2011,407.364
1726,Latvia,Motor gasoline,2011,273.053
1727,Lithuania,Motor gasoline,2011,257.820
1728,Luxembourg,Motor gasoline,2011,368.860
1729,Hungary,Motor gasoline,2011,"1,245.343"
1730,Malta,Motor gasoline,2011,73.947
1731,Netherlands,Motor gasoline,2011,"4,102.694"
1732,Austria,Motor gasoline,2011,"1,632.260"
1733,Poland,Motor gasoline,2011,"4,013.328"
1734,Portugal,Motor gasoline,2011,"1,306.296"
1735,Romania,Motor gasoline,2011,"1,345.788"
1736,Slovenia,Motor gasoline,2011,582.321
1737,Slovakia,Motor gasoline,2011,569.889
1738,Finland,Motor gasoline,2011,"1,411.149"
1739,Sweden,Motor gasoline,2011,"2,983.180"
1740,Iceland,Motor gasoline,2011,150.282
1741,Liechtenstein,Motor gasoline,2011,:
1742,Norway,Motor gasoline,2011,"1,066.359"
1743,Switzerland,Motor gasoline,2011,:
1744,United Kingdom,Motor gasoline,2011,"14,850.804"
1745,Montenegro,Motor gasoline,2011,42.601
1746,North Macedonia,Motor gasoline,2011,138.318
1747,Albania,Motor gasoline,2011,115.592
1748,Serbia,Motor gasoline,2011,456.892
1749,Turkey,Motor gasoline,2011,"1,910.906"
1750,Bosnia and Herzegovina,Motor gasoline,2011,:
1751,Kosovo (under United Nations Security Council Resolution 1244/99),Motor gasoline,2011,71.950
1752,Moldova,Motor gasoline,2011,216.132
1753,Ukraine,Motor gasoline,2011,"4,587.500"
1754,Georgia,Motor gasoline,2011,:
1755,European Union - 27 countries (from 2020),Blended biodiesels,2011,"9,586.936"
1756,European Union - 28 countries (2013-2020),Blended biodiesels,2011,"10,318.000"
1757,Euro area - 19 countries  (from 2015),Blended biodiesels,2011,"8,291.778"
1758,Belgium,Blended biodiesels,2011,297.733
1759,Bulgaria,Blended biodiesels,2011,17.186
1760,Czechia,Blended biodiesels,2011,239.491
1761,Denmark,Blended biodiesels,2011,83.298
1762,Germany (until 1990 former territory of the FRG),Blended biodiesels,2011,"1,890.838"
1763,Estonia,Blended biodiesels,2011,0.656
1764,Ireland,Blended biodiesels,2011,33.422
1765,Greece,Blended biodiesels,2011,103.396
